source,event,crop,crop_group,district,area_under_crop_acre,fully_damaged_acre,partially_damaged_acre,pct_partial_damage,total_damaged_acre,yield_kg_per_acre,production_loss_t,page
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Local Aus,Aus rice,Rangamati,,989.0,1356.0,18.0,1233.0,15.3,704.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Local Aus,Aus rice,Sylhet,,344.0,655.0,35.0,574.0,16.2,347.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Local Aus,Aus rice,Sirajganj,,132.0,,,132.0,13.2,65.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Local Aus,Aus rice,Bangladesh,,1465.0,2011.0,24.0,1939.0,15.42,1116.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,HYV Aus,Aus rice,Noakhali,,1434.0,1550.0,3.0,1486.0,23.63,1311.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,HYV Aus,Aus rice,Rangamati,,187.0,392.0,26.0,289.0,22.3,241.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,HYV Aus,Aus rice,Maulvibazar,,1257.0,2053.0,40.0,2078.0,30.3,2350.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,HYV Aus,Aus rice,Sylhet,,2391.0,4518.0,38.0,4108.0,28.0,4294.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,HYV Aus,Aus rice,Sirajganj,,178.0,609.0,44.0,446.0,26.79,446.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,HYV Aus,Aus rice,Rajshahi,,24811.0,2382.0,63.0,26318.0,29.2,28686.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,HYV Aus,Aus rice,Naogaon,,17152.0,7170.0,30.0,19303.0,29.39,21176.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,HYV Aus,Aus rice,Nawabganj,,257.0,9729.0,45.0,4635.0,28.1,4862.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,HYV Aus,Aus rice,Bangladesh,,47667.0,28403.0,39.0,58663.0,28.94,63366.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Total Aus (Local+HYV,Aus rice,Noakhali,,1434.0,1550.0,3.0,1486.0,23.63,1311.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Total Aus (Local+HYV,Aus rice,Rangamati,,1176.0,1748.0,20.0,1522.0,16.63,945.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Total Aus (Local+HYV,Aus rice,Maulvibazar,,1257.0,2053.0,40.0,2078.0,30.3,2350.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Total Aus (Local+HYV,Aus rice,Sylhet,,2735.0,5173.0,38.0,4682.0,26.55,4641.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Total Aus (Local+HYV,Aus rice,Sirajganj,,310.0,609.0,44.0,578.0,23.68,511.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Total Aus (Local+HYV,Aus rice,Rajshahi,,24811.0,2382.0,63.0,26318.0,29.2,28686.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Total Aus (Local+HYV,Aus rice,Naogaon,,17152.0,7170.0,30.0,19303.0,29.39,21176.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Total Aus (Local+HYV,Aus rice,Nawabganj,,257.0,9729.0,45.0,4635.0,28.1,4862.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Total Aus (Local+HYV,Aus rice,Bangladesh,,49132.0,30414.0,38.0,60602.0,28.5,64482.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Broadcast (Aman),Aman rice,Sirajganj,,3022.0,9817.0,36.0,6556.0,13.6,3328.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Broadcast (Aman),Aman rice,Bangladesh,,3022.0,9817.0,36.0,6556.0,13.6,3328.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,HYV Aman,Aman rice,Jamalpur,,67516.0,41795.0,45.0,86324.0,28.9,93123.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,HYV Aman,Aman rice,Sherpur,,4711.0,6944.0,52.0,8322.0,27.96,8685.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,HYV Aman,Aman rice,Netrakona,,15182.0,25328.0,34.0,23794.0,28.7,25490.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,HYV Aman,Aman rice,Mymensingh,,18127.0,51470.0,12.0,24303.0,28.8,26126.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,HYV Aman,Aman rice,Joypurhat,,14089.0,13839.0,44.0,20224.0,31.6,23855.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,HYV Aman,Aman rice,Rajshahi,,5197.0,1031.0,51.0,5726.0,32.2,6882.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,HYV Aman,Aman rice,Naogaon,,99144.0,28896.0,38.0,110124.0,32.95,135446.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,HYV Aman,Aman rice,Nawabganj,,937.0,1631.0,37.0,1540.0,31.17,1792.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,HYV Aman,Aman rice,Rangpur,,254421.0,473641.0,26.0,377568.0,30.64,431828.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,HYV Aman,Aman rice,Gaibandha,,28277.0,49915.0,53.0,54732.0,28.99,59227.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,HYV Aman,Aman rice,Bangladesh,,507601.0,694490.0,29.0,712657.0,30.54,812454.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Total Aman (Broadcast+HYV),Aman rice,Sirajganj,,3022.0,9817.0,36.0,6556.0,13.6,3328.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Total Aman (Broadcast+HYV),Aman rice,Jamalpur,,67516.0,41795.0,45.0,86324.0,28.9,93123.0,431
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Total Aman (Broadcast+HYV),Aman rice,Sherpur,,4711.0,6944.0,52.0,8322.0,27.96,8685.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Total Aman (Broadcast+HYV),Aman rice,Netrakona,,15182.0,25328.0,34.0,23794.0,28.7,25490.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Total Aman (Broadcast+HYV),Aman rice,Mymensingh,,18127.0,51470.0,12.0,24303.0,28.8,26126.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Total Aman (Broadcast+HYV),Aman rice,Joypurhat,,14089.0,13839.0,44.0,20224.0,31.6,23855.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Total Aman (Broadcast+HYV),Aman rice,Rajshahi,,5197.0,1031.0,51.0,5726.0,32.2,6882.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Total Aman (Broadcast+HYV),Aman rice,Naogaon,,99144.0,28896.0,38.0,110124.0,32.95,135446.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Total Aman (Broadcast+HYV),Aman rice,Nawabganj,,937.0,1631.0,37.0,1540.0,31.17,1792.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Total Aman (Broadcast+HYV),Aman rice,Rangpur,,254421.0,473641.0,26.0,377568.0,30.64,431828.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Total Aman (Broadcast+HYV),Aman rice,Gaibandha,,28277.0,49915.0,53.0,54732.0,28.99,59227.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Total Aman (Broadcast+HYV),Aman rice,Bangladesh,,510623.0,704307.0,30.0,719213.0,30.39,815782.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Jute,Jute,Sirajganj,,1429.0,4040.0,30.0,2641.0,4.22,11145.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Jute,Jute,Bangladesh,,1429.0,4040.0,30.0,2641.0,4.22,11145.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Aman (Seed Bad),Aman seedbed,Jamalpur,,50.0,25.0,60.0,65.0,,,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Aman (Seed Bad),Aman seedbed,Sherpur,,141.0,173.0,50.0,227.0,,,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Aman (Seed Bad),Aman seedbed,Sirajganj,,168.0,,,168.0,,,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Aman (Seed Bad),Aman seedbed,Bangladesh,,359.0,198.0,51.0,460.0,,,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Others Summer Vegetables,Others Summer Vegetables,Jamalpur,,5633.0,443.0,68.0,5934.0,54.59,12092.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Others Summer Vegetables,Others Summer Vegetables,Sherpur,,216.0,308.0,50.0,370.0,58.36,806.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Others Summer Vegetables,Others Summer Vegetables,Netrakona,,241.0,101.0,25.0,266.0,67.91,674.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Others Summer Vegetables,Others Summer Vegetables,Mymensingh,,519.0,749.0,39.0,812.0,39.87,1208.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Others Summer Vegetables,Others Summer Vegetables,Joypurhat,,629.0,,,629.0,49.06,1152.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Others Summer Vegetables,Others Summer Vegetables,Naogaon,,578.0,,,578.0,60.42,1304.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Others Summer Vegetables,Others Summer Vegetables,Bangladesh,,7816.0,1601.0,48.0,8589.0,53.76,17236.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Patal,Patal,Bogra,,,4.0,33.0,1.0,97.9,4.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Patal,Patal,Sirajganj,,20.0,,,20.0,48.46,36.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Patal,Patal,Naogaon,,463.0,31.0,39.0,475.0,125.72,2211.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Patal,Patal,Dinajpur,,315.0,425.0,47.0,515.0,61.07,1174.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Patal,Patal,Thakurgaon,,,72.0,34.0,25.0,64.24,60.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Patal,Patal,Rangpur,,359.0,234.0,64.0,511.0,79.23,1511.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Patal,Patal,Kurigram,,139.0,416.0,83.0,359.0,62.89,843.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Patal,Patal,Lalmonirhat,,29.0,89.0,30.0,56.0,74.86,156.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Patal,Patal,Bangladesh,,1325.0,1271.0,50.0,1962.0,81.86,5995.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Brinjal,Brinjal,Sirajganj,,180.0,,,180.0,93.61,629.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Brinjal,Brinjal,Naogaon,,211.0,29.0,38.0,222.0,166.22,1377.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Brinjal,Brinjal,Dinajpur,,260.0,450.0,28.0,386.0,84.66,1220.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Brinjal,Brinjal,Thakurgaon,,5.0,90.0,29.0,31.0,52.21,60.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Brinjal,Brinjal,Panchagarh,,1.0,49.0,14.0,8.0,54.14,16.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Brinjal,Brinjal,Rangpur,,381.0,271.0,55.0,530.0,65.03,1287.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Brinjal,Brinjal,Kurigram,,213.0,286.0,43.0,336.0,107.52,1349.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Brinjal,Brinjal,Lalmonirhat,,15.0,63.0,33.0,36.0,72.35,97.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Brinjal,Brinjal,Bangladesh,,1266.0,1238.0,37.0,1729.0,93.51,6035.0,432
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Cucumber,Cucumber,Sirajganj,,67.0,,,67.0,52.88,132.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Cucumber,Cucumber,Naogaon,,21.0,3.0,67.0,23.0,77.19,66.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Cucumber,Cucumber,Dinajpur,,35.0,120.0,25.0,65.0,67.3,163.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Cucumber,Cucumber,Thakurgaon,,,53.0,28.0,15.0,67.38,38.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Cucumber,Cucumber,Panchagarh,,4.0,57.0,24.0,18.0,45.03,30.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Cucumber,Cucumber,Lalmonirhat,,5.0,33.0,25.0,17.0,53.71,34.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Cucumber,Cucumber,Bangladesh,,132.0,266.0,27.0,205.0,60.51,463.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Chillies,Chillies,Pabna,,,10.0,50.0,5.0,16.31,3.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Chillies,Chillies,Naogaon,,24.0,,,24.0,17.08,15.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Chillies,Chillies,Dinajpur,,110.0,390.0,44.0,282.0,23.57,248.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Chillies,Chillies,Rangpur,,85.0,111.0,45.0,135.0,12.14,61.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Chillies,Chillies,Kurigram,,213.0,170.0,31.0,266.0,25.46,253.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Chillies,Chillies,Nilphamari,,159.0,134.0,11.0,174.0,24.86,160.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Chillies,Chillies,Bangladesh,,591.0,815.0,36.0,886.0,22.37,740.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Kakrol,Kakrol,Naogaon,,10.0,,,10.0,47.12,18.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Kakrol,Kakrol,Dinajpur,,125.0,280.0,32.0,215.0,46.07,370.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Kakrol,Kakrol,Panchagarh,,4.0,19.0,9.0,6.0,105.68,24.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Kakrol,Kakrol,Rangpur,,33.0,50.0,32.0,49.0,47.12,86.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Kakrol,Kakrol,Lalmonirhat,,5.0,17.0,28.0,10.0,58.63,22.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Kakrol,Kakrol,Bangladesh,,177.0,366.0,31.0,290.0,48.04,520.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Puisak,Puisak,Sirajganj,,85.0,,,85.0,96.98,308.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Puisak,Puisak,Naogaon,,25.0,7.0,57.0,29.0,106.36,115.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Puisak,Puisak,Dinajpur,,115.0,324.0,33.0,222.0,85.12,705.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Puisak,Puisak,Thakurgaon,,5.0,56.0,19.0,16.0,59.52,36.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Puisak,Puisak,Rangpur,,129.0,68.0,50.0,163.0,57.31,349.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Puisak,Puisak,Bangladesh,,359.0,455.0,34.0,515.0,78.71,1513.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Chalkumra,Chalkumra,Sirajganj,,133.0,,,133.0,99.87,496.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Chalkumra,Chalkumra,Naogaon,,27.0,,,27.0,99.51,100.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Chalkumra,Chalkumra,Dinajpur,,113.0,180.0,50.0,203.0,79.66,604.0,433
BBS Yearbook of Agricultural Statistics of Bangladesh 2025,Damage of different crops due to flood & Excessive rain in the months of July& August 2017-18,Chalkumra,Chalkumra,Lalmonirhat,,7.0,28.0,35.0,17.0,71.83,46.0,433
