item,element,year,value,unit
Rape or colza seed,Production,1992,243040.0,t
"Rapeseed or canola oil, crude",Production,1992,88785.98,t
Raw cane or beet sugar (centrifugal only),Production,1992,212400.0,t
Raw hides and skins of buffaloes,Yield/Carcass Weight,1992,33.0,kg/An
Raw hides and skins of buffaloes,Production,1992,1241.73,t
Raw hides and skins of buffaloes,Producing Animals/Slaughtered,1992,37186.0,An
Raw hides and skins of cattle,Yield/Carcass Weight,1992,10.0,kg/An
Raw hides and skins of cattle,Production,1992,23665.28,t
Raw hides and skins of cattle,Producing Animals/Slaughtered,1992,2348000.0,An
Raw hides and skins of goats or kids,Yield/Carcass Weight,1992,2.0,kg/An
Raw hides and skins of goats or kids,Production,1992,23984.29,t
Raw hides and skins of goats or kids,Producing Animals/Slaughtered,1992,11990000.0,An
Raw hides and skins of sheep or lambs,Yield/Carcass Weight,1992,1.0,kg/An
Raw hides and skins of sheep or lambs,Production,1992,318.11,t
Raw hides and skins of sheep or lambs,Producing Animals/Slaughtered,1992,235000.0,An
Raw milk of buffalo,Yield/Carcass Weight,1992,407.0,kg/An
Raw milk of buffalo,Production,1992,22366.0,t
Raw milk of buffalo,Milk Animals,1992,55000.0,An
Raw milk of cattle,Yield/Carcass Weight,1992,206.0,kg/An
Raw milk of cattle,Production,1992,752377.0,t
Raw milk of cattle,Milk Animals,1992,3655000.0,An
Raw milk of goats,Yield/Carcass Weight,1992,47.0,kg/An
Raw milk of goats,Production,1992,113802.64,t
Raw milk of goats,Milk Animals,1992,2400000.0,An
Raw milk of sheep,Yield/Carcass Weight,1992,88.0,kg/An
Raw milk of sheep,Production,1992,8809.3,t
Raw milk of sheep,Milk Animals,1992,100000.0,An
Rice,Area harvested,1992,10216000.0,ha
Rice,Yield,1992,2725.3,kg/ha
Rice,Production,1992,27841284.13,t
"Seed cotton, unginned",Area harvested,1992,19868.0,ha
"Seed cotton, unginned",Yield,1992,2352.6,kg/ha
"Seed cotton, unginned",Production,1992,46742.0,t
Sesame seed,Area harvested,1992,82487.0,ha
Sesame seed,Yield,1992,599.6,kg/ha
Sesame seed,Production,1992,49463.0,t
Sheep,Stocks,1992,940000.0,An
"Sheep fat, unrendered",Production,1992,111.86,t
"Sheep fat, unrendered",Producing Animals/Slaughtered,1992,235000.0,An
"Shorn wool, greasy, including fleece-washed shorn wool",Production,1992,1149.21,t
Skim milk of cows,Production,1992,250516.0,t
Sorghum,Area harvested,1992,603.0,ha
Sorghum,Yield,1992,898.8,kg/ha
Sorghum,Production,1992,542.0,t
Spinach,Area harvested,1992,4140.0,ha
Spinach,Yield,1992,4692.0,kg/ha
Spinach,Production,1992,19425.0,t
Sugar cane,Area harvested,1992,187325.0,ha
Sugar cane,Yield,1992,39747.0,kg/ha
Sugar cane,Production,1992,7445615.0,t
Sweet potatoes,Area harvested,1992,48736.0,ha
Sweet potatoes,Yield,1992,9647.7,kg/ha
Sweet potatoes,Production,1992,470190.0,t
"Tangerines, mandarins, clementines",Area harvested,1992,2556.0,ha
"Tangerines, mandarins, clementines",Yield,1992,3521.1,kg/ha
"Tangerines, mandarins, clementines",Production,1992,9000.0,t
Tea leaves,Area harvested,1992,47657.0,ha
Tea leaves,Yield,1992,4154.7,kg/ha
Tea leaves,Production,1992,198000.0,t
Tomatoes,Area harvested,1992,11594.0,ha
Tomatoes,Yield,1992,7418.9,kg/ha
Tomatoes,Production,1992,86015.0,t
Unmanufactured tobacco,Area harvested,1992,36790.0,ha
Unmanufactured tobacco,Yield,1992,926.3,kg/ha
Unmanufactured tobacco,Production,1992,34080.0,t
Wheat,Area harvested,1992,574650.0,ha
Wheat,Yield,1992,1853.4,kg/ha
Wheat,Production,1992,1065050.0,t
"Beef and Buffalo Meat, primary",Yield/Carcass Weight,1992,61.0,kg/An
"Beef and Buffalo Meat, primary",Production,1992,144514.0,t
"Beef and Buffalo Meat, primary",Producing Animals/Slaughtered,1992,2385186.0,An
Butter and Ghee,Production,1992,13745.0,t
Cattle and Buffaloes,Stocks,1992,24312000.0,An
"Cereals, primary",Area harvested,1992,10898357.0,ha
"Cereals, primary",Yield,1992,2659.6,kg/ha
"Cereals, primary",Production,1992,28985211.13,t
Cheese (All Kinds),Production,1992,966.0,t
"Citrus Fruit, Total",Area harvested,1992,8671.0,ha
"Citrus Fruit, Total",Yield,1992,2963.3,kg/ha
"Citrus Fruit, Total",Production,1992,25695.0,t
Eggs Primary,Yield/Carcass Weight,1992,1949.0,g/An
Eggs Primary,Production,1992,91953.0,t
Eggs Primary,Laying,1992,47175.0,1000 An
"Fibre Crops, Fibre Equivalent",Area harvested,1992,610909.0,ha
"Fibre Crops, Fibre Equivalent",Yield,1992,1596.6,kg/ha
"Fibre Crops, Fibre Equivalent",Production,1992,975386.7,t
Fruit Primary,Area harvested,1992,170792.0,ha
Fruit Primary,Yield,1992,8559.1,kg/ha
Fruit Primary,Production,1992,1461829.0,t
"Meat, Poultry",Yield/Carcass Weight,1992,782.0,g/An
"Meat, Poultry",Production,1992,98228.0,t
"Meat, Poultry",Producing Animals/Slaughtered,1992,125563.0,1000 An
"Meat, Total",Production,1992,337147.26,t
"Milk, Total",Yield/Carcass Weight,1992,145.0,kg/An
"Milk, Total",Production,1992,897354.94,t
"Milk, Total",Milk Animals,1992,6210000.0,An
"Oilcrops, Cake Equivalent",Area harvested,1992,587379.0,ha
"Oilcrops, Cake Equivalent",Yield,1992,408.8,kg/ha
"Oilcrops, Cake Equivalent",Production,1992,240121.47,t
"Oilcrops, Oil Equivalent",Area harvested,1992,587687.0,ha
"Oilcrops, Oil Equivalent",Yield,1992,270.9,kg/ha
"Oilcrops, Oil Equivalent",Production,1992,159199.98,t
Poultry Birds,Stocks,1992,125563.0,1000 An
"Pulses, Total",Area harvested,1992,718854.0,ha
"Pulses, Total",Yield,1992,722.9,kg/ha
"Pulses, Total",Production,1992,519640.0,t
"Roots and Tubers, Total",Area harvested,1992,176532.0,ha
"Roots and Tubers, Total",Yield,1992,10476.9,kg/ha
"Roots and Tubers, Total",Production,1992,1849510.0,t
Sheep and Goat Meat,Yield/Carcass Weight,1992,7.0,kg/An
Sheep and Goat Meat,Production,1992,85588.0,t
Sheep and Goat Meat,Producing Animals/Slaughtered,1992,12225000.0,An
Sheep and Goats,Stocks,1992,24919008.0,An
Sugar Crops Primary,Area harvested,1992,200386.0,ha
Sugar Crops Primary,Yield,1992,38603.5,kg/ha
Sugar Crops Primary,Production,1992,7735595.0,t
Vegetables Primary,Area harvested,1992,220461.0,ha
Vegetables Primary,Yield,1992,5821.7,kg/ha
Vegetables Primary,Production,1992,1283450.0,t
Areca nuts,Area harvested,1993,35813.0,ha
Areca nuts,Yield,1993,666.1,kg/ha
Areca nuts,Production,1993,23855.0,t
Bananas,Area harvested,1993,38948.0,ha
Bananas,Yield,1993,16215.2,kg/ha
Bananas,Production,1993,631550.0,t
Barley,Area harvested,1993,12296.0,ha
Barley,Yield,1993,615.6,kg/ha
Barley,Production,1993,7570.0,t
"Beans, dry",Area harvested,1993,121000.0,ha
"Beans, dry",Yield,1993,677.7,kg/ha
"Beans, dry",Production,1993,82000.0,t
Buffalo,Stocks,1993,866000.0,An
"Buffalo fat, unrendered",Production,1993,153.86,t
"Buffalo fat, unrendered",Producing Animals/Slaughtered,1993,38719.0,An
Butter of cow milk,Production,1993,597.0,t
Cabbages,Area harvested,1993,8903.0,ha
Cabbages,Yield,1993,8540.9,kg/ha
Cabbages,Production,1993,76040.0,t
Cantaloupes and other melons,Area harvested,1993,11904.0,ha
Cantaloupes and other melons,Yield,1993,8058.2,kg/ha
Cantaloupes and other melons,Production,1993,95925.0,t
Castor oil seeds,Area harvested,1993,261.0,ha
Castor oil seeds,Yield,1993,616.9,kg/ha
Castor oil seeds,Production,1993,161.0,t
Cattle,Stocks,1993,23569000.0,An
"Cattle fat, unrendered",Production,1993,4696.6,t
"Cattle fat, unrendered",Producing Animals/Slaughtered,1993,2392000.0,An
Cauliflowers and broccoli,Area harvested,1993,8773.0,ha
Cauliflowers and broccoli,Yield,1993,7753.3,kg/ha
Cauliflowers and broccoli,Production,1993,68020.0,t
Cheese from whole cow milk,Production,1993,990.0,t
"Chick peas, dry",Area harvested,1993,90470.0,ha
"Chick peas, dry",Yield,1993,744.7,kg/ha
"Chick peas, dry",Production,1993,67375.0,t
Chickens,Stocks,1993,109244.0,1000 An
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Area harvested,1993,67168.0,ha
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Yield,1993,809.4,kg/ha
"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",Production,1993,54365.0,t
Coconut oil,Production,1993,53149.59,t
"Coconuts, in shell",Area harvested,1993,31227.0,ha
"Coconuts, in shell",Yield,1993,2968.4,kg/ha
"Coconuts, in shell",Production,1993,92695.0,t
"Coir, raw",Production,1993,11855.0,t
"Cotton lint, ginned",Production,1993,25398.0,t
Cotton seed,Production,1993,50804.0,t
Cottonseed oil,Production,1993,7295.05,t
Cucumbers and gherkins,Area harvested,1993,3612.0,ha
Cucumbers and gherkins,Yield,1993,4282.9,kg/ha
Cucumbers and gherkins,Production,1993,15470.0,t
Ducks,Stocks,1993,26000.0,1000 An
"Edible offal of buffalo, fresh, chilled or frozen",Production,1993,668.96,t
"Edible offal of buffalo, fresh, chilled or frozen",Producing Animals/Slaughtered,1993,38719.0,An
"Edible offal of cattle, fresh, chilled or frozen",Production,1993,28805.8,t
"Edible offal of cattle, fresh, chilled or frozen",Producing Animals/Slaughtered,1993,2392000.0,An
"Edible offal of goat, fresh, chilled or frozen",Production,1993,25979.43,t
"Edible offal of goat, fresh, chilled or frozen",Producing Animals/Slaughtered,1993,12984000.0,An
"Edible offal of sheep, fresh, chilled or frozen",Production,1993,285.11,t
"Edible offal of sheep, fresh, chilled or frozen",Producing Animals/Slaughtered,1993,247000.0,An
"Eggs from other birds in shell, fresh, n.e.c.",Yield,1993,75.0,No/An
"Eggs from other birds in shell, fresh, n.e.c.",Yield/Carcass Weight,1993,3499.0,g/An
"Eggs from other birds in shell, fresh, n.e.c.",Production,1993,25269.0,t
"Eggs from other birds in shell, fresh, n.e.c.",Production,1993,541575.0,1000 No
"Eggs from other birds in shell, fresh, n.e.c.",Laying,1993,7221.0,1000 An
Ghee from buffalo milk,Production,1993,411.0,t
Ghee from cow milk,Production,1993,13032.0,t
"Ginger, raw",Area harvested,1993,7064.0,ha
"Ginger, raw",Yield,1993,5937.1,kg/ha
"Ginger, raw",Production,1993,41940.0,t
"Goat fat, unrendered",Production,1993,6680.42,t
"Goat fat, unrendered",Producing Animals/Slaughtered,1993,12984000.0,An
Goats,Stocks,1993,25967008.0,An
Green garlic,Area harvested,1993,12670.0,ha
Green garlic,Yield,1993,3078.1,kg/ha
Green garlic,Production,1993,39000.0,t
Groundnut oil,Production,1993,9457.22,t
"Groundnuts, excluding shelled",Area harvested,1993,35750.0,ha
"Groundnuts, excluding shelled",Yield,1993,1117.9,kg/ha
"Groundnuts, excluding shelled",Production,1993,39966.0,t
"Hen eggs in shell, fresh",Yield,1993,36.0,No/An
"Hen eggs in shell, fresh",Yield/Carcass Weight,1993,1680.0,g/An
"Hen eggs in shell, fresh",Production,1993,73401.0,t
"Hen eggs in shell, fresh",Production,1993,1573123.0,1000 No
"Hen eggs in shell, fresh",Laying,1993,43698.0,1000 An
"Jute, raw or retted",Area harvested,1993,478300.0,ha
"Jute, raw or retted",Yield,1993,1689.3,kg/ha
"Jute, raw or retted",Production,1993,808000.0,t
"Kenaf, and other textile bast fibres, raw or retted",Area harvested,1993,992.0,ha
"Kenaf, and other textile bast fibres, raw or retted",Yield,1993,1007.6,kg/ha
"Kenaf, and other textile bast fibres, raw or retted",Production,1993,1000.0,t
Lemons and limes,Area harvested,1993,3304.0,ha
Lemons and limes,Yield,1993,2637.7,kg/ha
Lemons and limes,Production,1993,8715.0,t
"Lentils, dry",Area harvested,1993,207444.0,ha
"Lentils, dry",Yield,1993,787.8,kg/ha
"Lentils, dry",Production,1993,163425.0,t
Lettuce and chicory,Area harvested,1993,10100.0,ha
Lettuce and chicory,Yield,1993,5247.5,kg/ha
Lettuce and chicory,Production,1993,53000.0,t
Linseed,Area harvested,1993,74867.0,ha
Linseed,Yield,1993,656.0,kg/ha
Linseed,Production,1993,49115.0,t
Maize (corn),Area harvested,1993,2914.0,ha
Maize (corn),Yield,1993,935.1,kg/ha
Maize (corn),Production,1993,2725.0,t
"Mangoes, guavas and mangosteens",Area harvested,1993,49110.0,ha
"Mangoes, guavas and mangosteens",Yield,1993,3736.5,kg/ha
"Mangoes, guavas and mangosteens",Production,1993,183500.0,t
"Meat of buffalo, fresh or chilled",Yield/Carcass Weight,1993,83.0,kg/An
"Meat of buffalo, fresh or chilled",Production,1993,3211.0,t
"Meat of buffalo, fresh or chilled",Producing Animals/Slaughtered,1993,38719.0,An
"Meat of cattle with the bone, fresh or chilled",Yield/Carcass Weight,1993,60.0,kg/An
"Meat of cattle with the bone, fresh or chilled",Production,1993,144029.0,t
"Meat of cattle with the bone, fresh or chilled",Producing Animals/Slaughtered,1993,2392000.0,An
"Meat of chickens, fresh or chilled",Yield/Carcass Weight,1993,728.0,g/An
"Meat of chickens, fresh or chilled",Production,1993,79539.0,t
"Meat of chickens, fresh or chilled",Producing Animals/Slaughtered,1993,109244.0,1000 An
"Meat of ducks, fresh or chilled",Yield/Carcass Weight,1993,1000.0,g/An
"Meat of ducks, fresh or chilled",Production,1993,26000.0,t
"Meat of ducks, fresh or chilled",Producing Animals/Slaughtered,1993,26000.0,1000 An
"Meat of goat, fresh or chilled",Yield/Carcass Weight,1993,7.0,kg/An
"Meat of goat, fresh or chilled",Production,1993,90928.0,t
"Meat of goat, fresh or chilled",Producing Animals/Slaughtered,1993,12984000.0,An
"Meat of sheep, fresh or chilled",Yield/Carcass Weight,1993,7.0,kg/An
"Meat of sheep, fresh or chilled",Production,1993,1718.0,t
"Meat of sheep, fresh or chilled",Producing Animals/Slaughtered,1993,247000.0,An
Millet,Area harvested,1993,83769.0,ha
Millet,Yield,1993,752.1,kg/ha
Millet,Production,1993,63000.0,t
Molasses,Production,1993,95000.0,t
Natural rubber in primary forms,Area harvested,1993,12500.0,ha
Natural rubber in primary forms,Yield,1993,104.0,kg/ha
Natural rubber in primary forms,Production,1993,1300.0,t
Oil of linseed,Production,1993,16194.34,t
Oil of sesame seed,Production,1993,22257.45,t
"Onions and shallots, dry (excluding dehydrated)",Area harvested,1993,34191.0,ha
"Onions and shallots, dry (excluding dehydrated)",Yield,1993,4091.1,kg/ha
"Onions and shallots, dry (excluding dehydrated)",Production,1993,139880.0,t
Oranges,Area harvested,1993,277.0,ha
Oranges,Yield,1993,2382.7,kg/ha
Oranges,Production,1993,660.0,t
"Other beans, green",Area harvested,1993,11201.0,ha
"Other beans, green",Yield,1993,3999.2,kg/ha
"Other beans, green",Production,1993,44795.0,t
Other berries and fruits of the genus vaccinium n.e.c.,Area harvested,1993,1105.0,ha
Other berries and fruits of the genus vaccinium n.e.c.,Yield,1993,4253.4,kg/ha
Other berries and fruits of the genus vaccinium n.e.c.,Production,1993,4700.0,t
"Other fibre crops, raw, n.e.c.",Area harvested,1993,1999.0,ha
"Other fibre crops, raw, n.e.c.",Yield,1993,641.8,kg/ha
"Other fibre crops, raw, n.e.c.",Production,1993,1283.0,t
"Other fruits, n.e.c.",Area harvested,1993,18685.0,ha
"Other fruits, n.e.c.",Yield,1993,3705.6,kg/ha
"Other fruits, n.e.c.",Production,1993,69240.0,t
"Other meat of mammals, fresh or chilled",Production,1993,9000.0,t
"Other oil seeds, n.e.c.",Area harvested,1993,504.0,ha
"Other oil seeds, n.e.c.",Yield,1993,714.3,kg/ha
"Other oil seeds, n.e.c.",Production,1993,360.0,t
Other pulses n.e.c.,Area harvested,1993,248702.0,ha
Other pulses n.e.c.,Yield,1993,702.2,kg/ha
Other pulses n.e.c.,Production,1993,174635.0,t
"Other stimulant, spice and aromatic crops, n.e.c.",Area harvested,1993,22539.0,ha
"Other stimulant, spice and aromatic crops, n.e.c.",Yield,1993,2022.5,kg/ha
"Other stimulant, spice and aromatic crops, n.e.c.",Production,1993,45585.0,t
Other sugar crops n.e.c.,Area harvested,1993,13375.0,ha
Other sugar crops n.e.c.,Yield,1993,22293.1,kg/ha
Other sugar crops n.e.c.,Production,1993,298170.0,t
"Other tropical fruits, n.e.c.",Area harvested,1993,25475.0,ha
"Other tropical fruits, n.e.c.",Yield,1993,10033.6,kg/ha
"Other tropical fruits, n.e.c.",Production,1993,255605.0,t
"Other vegetables, fresh n.e.c.",Area harvested,1993,98744.0,ha
"Other vegetables, fresh n.e.c.",Yield,1993,6278.9,kg/ha
"Other vegetables, fresh n.e.c.",Production,1993,620000.0,t
Papayas,Area harvested,1993,4710.0,ha
Papayas,Yield,1993,7436.3,kg/ha
Papayas,Production,1993,35025.0,t
"Peas, dry",Area harvested,1993,39718.0,ha
"Peas, dry",Yield,1993,664.3,kg/ha
"Peas, dry",Production,1993,26385.0,t
"Pigeon peas, dry",Area harvested,1993,5781.0,ha
"Pigeon peas, dry",Yield,1993,491.3,kg/ha
"Pigeon peas, dry",Production,1993,2840.0,t
Pineapples,Area harvested,1993,13884.0,ha
Pineapples,Yield,1993,10742.2,kg/ha
Pineapples,Production,1993,149145.0,t
Pomelos and grapefruits,Area harvested,1993,2843.0,ha
Pomelos and grapefruits,Yield,1993,3046.1,kg/ha
Pomelos and grapefruits,Production,1993,8660.0,t
Potatoes,Area harvested,1993,129605.0,ha
Potatoes,Yield,1993,10678.7,kg/ha
Potatoes,Production,1993,1384010.0,t
"Pumpkins, squash and gourds",Area harvested,1993,20963.0,ha
"Pumpkins, squash and gourds",Yield,1993,7462.7,kg/ha
"Pumpkins, squash and gourds",Production,1993,156440.0,t
Rape or colza seed,Area harvested,1993,338176.0,ha
Rape or colza seed,Yield,1993,722.4,kg/ha
Rape or colza seed,Production,1993,244300.0,t
"Rapeseed or canola oil, crude",Production,1993,90603.05,t
Raw cane or beet sugar (centrifugal only),Production,1993,203800.0,t
Raw hides and skins of buffaloes,Yield/Carcass Weight,1993,33.0,kg/An
Raw hides and skins of buffaloes,Production,1993,1271.02,t
Raw hides and skins of buffaloes,Producing Animals/Slaughtered,1993,38719.0,An
Raw hides and skins of cattle,Yield/Carcass Weight,1993,10.0,kg/An
Raw hides and skins of cattle,Production,1993,24109.2,t
Raw hides and skins of cattle,Producing Animals/Slaughtered,1993,2392000.0,An
Raw hides and skins of goats or kids,Yield/Carcass Weight,1993,2.0,kg/An
Raw hides and skins of goats or kids,Production,1993,25979.43,t
Raw hides and skins of goats or kids,Producing Animals/Slaughtered,1993,12984000.0,An
Raw hides and skins of sheep or lambs,Yield/Carcass Weight,1993,1.0,kg/An
Raw hides and skins of sheep or lambs,Production,1993,332.63,t
Raw hides and skins of sheep or lambs,Producing Animals/Slaughtered,1993,247000.0,An
Raw milk of buffalo,Yield/Carcass Weight,1993,406.0,kg/An
Raw milk of buffalo,Production,1993,23554.0,t
Raw milk of buffalo,Milk Animals,1993,58000.0,An
Raw milk of cattle,Yield/Carcass Weight,1993,206.0,kg/An
Raw milk of cattle,Production,1993,767198.0,t
Raw milk of cattle,Milk Animals,1993,3727000.0,An
Raw milk of goats,Yield/Carcass Weight,1993,47.0,kg/An
Raw milk of goats,Production,1993,121021.44,t
Raw milk of goats,Milk Animals,1993,2600000.0,An
Raw milk of sheep,Yield/Carcass Weight,1993,88.0,kg/An
Raw milk of sheep,Production,1993,8811.03,t
Raw milk of sheep,Milk Animals,1993,100000.0,An
Rice,Area harvested,1993,9831000.0,ha
Rice,Yield,1993,2724.7,kg/ha
Rice,Production,1993,26786678.67,t
"Seed cotton, unginned",Area harvested,1993,31568.0,ha
"Seed cotton, unginned",Yield,1993,2413.9,kg/ha
"Seed cotton, unginned",Production,1993,76202.0,t
Sesame seed,Area harvested,1993,65900.0,ha
Sesame seed,Yield,1993,880.1,kg/ha
Sesame seed,Production,1993,58000.0,t
Sheep,Stocks,1993,989000.0,An
"Sheep fat, unrendered",Production,1993,116.97,t
"Sheep fat, unrendered",Producing Animals/Slaughtered,1993,247000.0,An
"Shorn wool, greasy, including fleece-washed shorn wool",Production,1993,1200.0,t
Skim milk of cows,Production,1993,255438.0,t
Sorghum,Area harvested,1993,542.0,ha
Sorghum,Yield,1993,894.8,kg/ha
Sorghum,Production,1993,485.0,t
Spinach,Area harvested,1993,4403.0,ha
Spinach,Yield,1993,4753.6,kg/ha
Spinach,Production,1993,20930.0,t
Sugar cane,Area harvested,1993,184688.0,ha
Sugar cane,Yield,1993,40644.4,kg/ha
Sugar cane,Production,1993,7506525.0,t
Sweet potatoes,Area harvested,1993,45296.0,ha
Sweet potatoes,Yield,1993,9571.4,kg/ha
Sweet potatoes,Production,1993,433545.0,t
"Tangerines, mandarins, clementines",Area harvested,1993,2576.0,ha
